"FullName","Name","Parent","Depth","LastWrite","ChildDirs","ChildFiles"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\ad","ad","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","16/10/2025 22:05:46","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\ae","ae","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","14/10/2025 16:15:25","0","3"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\b0","b0","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","12/10/2025 20:57:51","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\b3","b3","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","04/10/2025 12:00:08","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\b4","b4","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","07/10/2025 1:14:10","0","2"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\b5","b5","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","04/10/2025 12:20:41","0","2"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\b6","b6","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","16/10/2025 22:05:47","0","2"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\b7","b7","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","17/10/2025 2:31:11","0","4"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\b8","b8","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","12/10/2025 20:46:11","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\b9","b9","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","14/10/2025 16:15:25","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\ba","ba","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","13/10/2025 5:07:03","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\bb","bb","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","15/10/2025 0:11:31","0","3"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\bc","bc","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","16/10/2025 22:05:47","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\bd","bd","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","05/10/2025 15:33:29","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\be","be","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","14/10/2025 16:15:24","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\bf","bf","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","04/10/2025 12:00:08","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\c0","c0","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","12/10/2025 20:46:11","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\c1","c1","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","14/10/2025 16:15:26","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\c3","c3","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","16/10/2025 22:05:47","0","2"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\c4","c4","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","14/10/2025 16:15:29","0","2"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\c5","c5","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","17/10/2025 2:31:09","0","3"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\c6","c6","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","14/10/2025 16:15:26","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\c7","c7","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","07/10/2025 1:14:10","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\c8","c8","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","13/10/2025 5:07:04","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\ca","ca","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","13/10/2025 1:17:54","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\cb","cb","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","14/10/2025 16:15:29","0","2"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\cc","cc","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","13/10/2025 1:17:51","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\cf","cf","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","14/10/2025 16:15:26","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\d0","d0","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","14/10/2025 16:15:28","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\d1","d1","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","05/10/2025 15:33:29","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\d2","d2","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","05/10/2025 1:27:09","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\d3","d3","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","14/10/2025 16:15:26","0","2"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\d4","d4","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","12/10/2025 20:46:12","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\d5","d5","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","07/10/2025 1:14:10","0","2"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\d6","d6","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","12/10/2025 20:46:11","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\d7","d7","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","14/10/2025 16:15:26","0","2"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\d9","d9","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","17/10/2025 2:31:12","0","2"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\da","da","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","17/10/2025 22:52:58","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\db","db","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","14/10/2025 16:15:28","0","2"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\dc","dc","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","05/10/2025 15:33:28","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\dd","dd","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","03/10/2025 21:01:42","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\de","de","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","16/10/2025 22:05:46","0","2"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\e0","e0","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","14/10/2025 16:15:25","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\e1","e1","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","14/10/2025 16:15:26","0","2"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\e2","e2","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","12/10/2025 20:04:46","0","2"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\e3","e3","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","07/10/2025 0:20:31","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\e4","e4","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","17/10/2025 22:52:59","0","3"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\e5","e5","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","14/10/2025 16:15:25","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\e6","e6","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","14/10/2025 16:15:29","0","2"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\e7","e7","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","13/10/2025 1:17:51","0","3"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\e8","e8","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","15/10/2025 0:11:31","0","2"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\eb","eb","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","15/10/2025 0:11:31","0","4"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\ec","ec","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","13/10/2025 1:17:54","0","3"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\ee","ee","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","16/10/2025 22:05:46","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\ef","ef","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","14/10/2025 16:15:23","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\f2","f2","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","05/10/2025 1:27:09","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\f4","f4","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","15/10/2025 0:11:32","0","2"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\f6","f6","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","13/10/2025 5:07:02","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\f7","f7","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","13/10/2025 1:17:52","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\f8","f8","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","14/10/2025 16:15:29","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\f9","f9","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","14/10/2025 16:15:26","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\fa","fa","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","14/10/2025 16:15:27","0","3"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\fb","fb","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","15/10/2025 0:11:30","0","3"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\fe","fe","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","17/10/2025 2:31:10","0","2"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\info","info","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","03/10/2025 20:54:28","0","0"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects\pack","pack","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\objects","3","03/10/2025 20:54:28","0","0"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\refs","refs","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git","2","03/10/2025 21:09:58","3","0"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\refs\heads","heads","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\refs","3","17/10/2025 22:52:59","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\refs\remotes","remotes","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\refs","3","03/10/2025 21:09:58","1","0"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\refs\remotes\origin","origin","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\refs\remotes","4","17/10/2025 22:53:02","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\refs\tags","tags","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\.git\refs","3","03/10/2025 20:54:28","0","0"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\00.Config","00.Config","G:\Skyrim Mods\04-ArchitecturaeModularisCodex","1","04/10/2025 17:53:19","1","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\00.Config\Data","Data","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\00.Config","2","04/10/2025 11:15:46","1","0"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\00.Config\Data\SKSE","SKSE","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\00.Config\Data","3","04/10/2025 23:42:32","1","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\00.Config\Data\SKSE\Plugins","Plugins","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\00.Config\Data\SKSE","4","04/10/2025 11:15:46","0","3"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\01.Staging","01.Staging","G:\Skyrim Mods\04-ArchitecturaeModularisCodex","1","18/10/2025 14:38:25","1","0"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\01.Staging\EngineFixes","EngineFixes","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\01.Staging","2","04/10/2025 14:25:01","1","0"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\01.Staging\EngineFixes\Part2-Root","Part2-Root","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\01.Staging\EngineFixes","3","04/10/2025 14:25:27","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\02.Docs","02.Docs","G:\Skyrim Mods\04-ArchitecturaeModularisCodex","1","18/10/2025 18:41:39","3","0"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\02.Docs\00.Core","00.Core","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\02.Docs","2","18/10/2025 19:13:41","0","0"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\02.Docs\01.Guides","01.Guides","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\02.Docs","2","18/10/2025 19:13:44","0","0"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\02.Docs\99.History","99.History","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\02.Docs","2","18/10/2025 23:23:26","5","0"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\02.Docs\99.History\00.Addenda","00.Addenda","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\02.Docs\99.History","3","18/10/2025 19:13:49","0","0"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\02.Docs\99.History\01.Changelog","01.Changelog","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\02.Docs\99.History","3","17/10/2025 22:52:56","0","19"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\02.Docs\99.History\02.Releases","02.Releases","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\02.Docs\99.History","3","16/10/2025 22:05:30","0","7"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\02.Docs\99.History\03.ArchitectureTree","03.ArchitectureTree","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\02.Docs\99.History","3","19/10/2025 1:03:10","4","0"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\02.Docs\99.History\03.ArchitectureTree\2025-10-05","2025-10-05","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\02.Docs\99.History\03.ArchitectureTree","4","05/10/2025 11:50:24","0","2"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\02.Docs\99.History\03.ArchitectureTree\2025-10-12","2025-10-12","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\02.Docs\99.History\03.ArchitectureTree","4","12/10/2025 21:05:11","0","2"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\02.Docs\99.History\03.ArchitectureTree\2025-10-13","2025-10-13","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\02.Docs\99.History\03.ArchitectureTree","4","13/10/2025 5:09:18","0","2"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\02.Docs\99.History\03.ArchitectureTree\2025-10-19","2025-10-19","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\02.Docs\99.History\03.ArchitectureTree","4","19/10/2025 1:11:16","0","6"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\02.Docs\99.History\04.Logs","04.Logs","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\02.Docs\99.History","3","19/10/2025 1:56:45","0","2"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\03.Scripts","03.Scripts","G:\Skyrim Mods\04-ArchitecturaeModularisCodex","1","18/10/2025 23:05:39","6","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\03.Scripts\_Archive","_Archive","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\03.Scripts","2","18/10/2025 23:02:54","1","0"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\03.Scripts\_Archive\2025-10-18_23-02","2025-10-18_23-02","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\03.Scripts\_Archive","3","18/10/2025 23:33:08","1","0"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\03.Scripts\_Archive\2025-10-18_23-02\Nueva carpeta (2)","Nueva carpeta (2)","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\03.Scripts\_Archive\2025-10-18_23-02","4","18/10/2025 19:12:06","0","8"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\03.Scripts\01.Reporting","01.Reporting","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\03.Scripts","2","18/10/2025 23:02:13","0","2"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\03.Scripts\02.Deploy","02.Deploy","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\03.Scripts","2","18/10/2025 23:02:27","0","2"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\03.Scripts\03.Profile","03.Profile","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\03.Scripts","2","18/10/2025 23:02:13","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\03.Scripts\04.Changelog","04.Changelog","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\03.Scripts","2","18/10/2025 23:02:27","0","2"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\03.Scripts\05.Git","05.Git","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\03.Scripts","2","18/10/2025 23:02:13","0","1"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\Nueva carpeta","Nueva carpeta","G:\Skyrim Mods\04-ArchitecturaeModularisCodex","1","18/10/2025 19:13:49","0","9"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\Profiles","Profiles","G:\Skyrim Mods\04-ArchitecturaeModularisCodex","1","04/10/2025 10:52:30","1","0"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\Profiles\AMC-Base-1.6.1170","AMC-Base-1.6.1170","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\Profiles","2","17/10/2025 2:37:02","1","12"
"G:\Skyrim Mods\04-ArchitecturaeModularisCodex\Profiles\AMC-Base-1.6.1170\saves","saves","G:\Skyrim Mods\04-ArchitecturaeModularisCodex\Profiles\AMC-Base-1.6.1170","3","16/10/2025 23:47:49","0","79"
